question,context
당뇨병을 조기에 진단하기 위해 어떤 사람들이 매년 혈당 검사를 받아야 하나요?,"당뇨병의 주의사항: 당뇨병을 예방하기 위해서는 일단 당뇨병을 유발할 수 있는 환경 인자인 비만, 좌식 생활, 고지방 식사, 스트레스, 음주 등을 피하는 것이 최선입니다. 특히 가족 중에 당뇨병 환자가 있는 사람은 비만증이 생기지 않도록 식사량을 적절히 조절하고, 운동을 규칙적으로 해야 합니다.
또한 무증상기의 당뇨병을 조기에 진단하기 위해서 다음에 해당하는 사람들은 매년 혈당 검사를 받을 것을 권장하고 있습니다.
① 45세 이상의 모든 성인
② 45세 미만이라도 과체중이거나 비만이면서 아래와 같은 위험 요인이 있는 경우
- 부모, 형제, 자식 중에 당뇨병 환자가 있는 사람
- 고혈압(혈압 140/90mmHg 이상)이 있거나 항고혈압 약물을 복용 중인 사람
- 이상지혈증을 가지고 있는 사람(HDL 콜레스테롤 35mg/dl 이하 또는 중성지방 250mg/dl 이상)
- 과거 내당능 장애 또는 공복 혈당 장애가 있었던 사람
- 임신성 당뇨병으로 진단받은 적이 있거나 4kg 이상의 거대아를 출산한 적이 있는 사람
- 심혈관 질환(뇌졸중, 관상동맥 질환, 말초혈관 질환)을 경험한 사람
- 평소에 운동을 하지 않는 사람"
당뇨병 환자가 식사할 때 주의해야 할 점은 무엇인가요?,당뇨병의 식사요법: 당뇨병식
당뇨병 환자가 식사할 때 탄수화물을 어떻게 섭취해야 하나요?,당뇨병의 식사요법: 당뇨병식
당뇨병성 말초신경병증이 유방내분비질환에 속하는 이유는 무엇인가요?,당뇨병성 말초신경병증의 카테고리: 유방내분비질환
당뇨병성 말초신경병증이란 무엇인가요?,당뇨병성 말초신경병증
What is the English name for diabetic polyneuropathy?,당뇨병성 말초신경병증의 질환 영문명: Diabetic polyneuropathy
당뇨병성 말초신경병증의 주요 증상은 무엇인가요?,"당뇨병성 말초신경병증의 증상: 무감각,  손, 발 감각 저하,  말초 통증,  말초 신경장애,  저림"
당뇨병성 말초신경병증은 어떤 질환들과 관련이 있나요?,"당뇨병성 말초신경병증의 관련 질환: 인슐린 의존성 당뇨병,  인슐린 비의존성 당뇨병,  당뇨망막병증,  당뇨병,  당뇨병성 족부 질환"
당뇨병성 말초신경병증을 진료받을 때 확인해야 하는 주요 증상은 무엇인가요?,당뇨병성 말초신경병증의 진료과: 내분비내과
당뇨병성 말초신경병증을 진료받을 때 어떠한 진단 검사가 필요한가요?,당뇨병성 말초신경병증의 진료과: 내분비내과
당뇨병성 말초신경병증의 다른 말로 무엇이 있나요?,"당뇨병성 말초신경병증의 동의어: 당뇨병성신경병증,당뇨성말초신경병증,당뇨성신경병증"
당뇨병성 말초신경병증은 어떤 질환인가요?,"당뇨병성 말초신경병증의 정의: 당뇨병성 말초신경병증은 당뇨병의 합병증 중 하나로, 당뇨병을 오래 앓으면서 신경이 손상되어 여러 가지 문제를 일으키는 질환입니다. 모든 신경계에 나타날 수 있지만, 주로 말초신경계에 많이 나타납니다. 당뇨병성 말초신경병증은 일상생활에 많은 불편을 끼치고, 나아가 심한 장애를 남기기 때문에 시급히 치료해야 합니다."
당뇨병성 말초신경병증의 원인은 무엇인가요?,"당뇨병성 말초신경병증의 원인: 경구 혈당강하제를 꾸준히 복용했더라도 혈당이 얼마나 잘 조절되었느냐에 따라, 혹은 당뇨병이 얼마나 오래되었느냐에 따라 당뇨병성 말초신경병증이 생길 수 있습니다. 혈당이 높으면 신경섬유가 손상을 받아 당뇨병성 말초신경병증이 생깁니다."
당뇨병성 말초신경병증의 구체적 증상은 무엇인가요?,"당뇨병성 말초신경병증의 구체적 증상: 말초신경병증의 뚜렷한 증상은 발이 저린 증상, 감각 이상, 무감각, 심한 통증입니다. 화끈거리고 저린 증상이 느껴지며, 부드러운 것이 닿았을 때도 통증이 느껴집니다. 보통 밤에 증상이 더 심해집니다. 통증이 극심해 참기 힘들기도 하지만, 아예 통증이 없는 경우도 있습니다."
당뇨병성 말초신경병증의 진단은 어떻게 이루어지나요?,"당뇨병성 말초신경병증의 진단: 당뇨병성 말초신경병증은 당뇨병 환자에게 흔하게 나타나는 합병증입니다.
검사 방법은 다음과 같습니다.
① 말초신경과 자율신경 손상 여부를 확인하기 위한 말초신경 감각 검사와 자율신경 검사
② 다리 혈관의 동맥경화 유무를 조기 진단할 수 있는 하지 혈류 검사
③ 이 밖에 신장 기능을 확인하는 검사와 지질 검사(총콜레스테롤, 좋은 콜레스테롤, 나쁜 콜레스테롤, 중성지방), 혈압, 심전도 등의 검사"
당뇨병성 말초신경병증의 치료는 무엇을 중점적으로 해야 하나요?,"당뇨병성 말초신경병증의 치료: 당뇨병성 말초신경병증은 고혈당에 의해 발생합니다. 따라서 근본적인 치료 방법은 혈당을 정상 범위로 내리고 그것을 유지하는 것입니다. 하지만 다발성 말초신경병증인 경우 혈당이 조절되어도 통증이 계속 나타나는 경우가 있습니다. 이 경우에는 여러 가지 약물로 통증을 조절합니다. 또한 술, 담배 등은 혈액순환을 방해하므로 피해야 합니다. 가벼운 운동이나 스트레칭을 꾸준히 하는 건강한 생활습관을 가져야 합니다."
"혈당이 조절되어도 통증이 계속 나타나는 경우, 어떤 약물로 통증을 조절할 수 있나요?","당뇨병성 말초신경병증의 치료: 당뇨병성 말초신경병증은 고혈당에 의해 발생합니다. 따라서 근본적인 치료 방법은 혈당을 정상 범위로 내리고 그것을 유지하는 것입니다. 하지만 다발성 말초신경병증인 경우 혈당이 조절되어도 통증이 계속 나타나는 경우가 있습니다. 이 경우에는 여러 가지 약물로 통증을 조절합니다. 또한 술, 담배 등은 혈액순환을 방해하므로 피해야 합니다. 가벼운 운동이나 스트레칭을 꾸준히 하는 건강한 생활습관을 가져야 합니다."
당뇨병성 말초신경병증을 치료하는데 있어서 피해야 하는 습관은 무엇인가요?,"당뇨병성 말초신경병증의 치료: 당뇨병성 말초신경병증은 고혈당에 의해 발생합니다. 따라서 근본적인 치료 방법은 혈당을 정상 범위로 내리고 그것을 유지하는 것입니다. 하지만 다발성 말초신경병증인 경우 혈당이 조절되어도 통증이 계속 나타나는 경우가 있습니다. 이 경우에는 여러 가지 약물로 통증을 조절합니다. 또한 술, 담배 등은 혈액순환을 방해하므로 피해야 합니다. 가벼운 운동이나 스트레칭을 꾸준히 하는 건강한 생활습관을 가져야 합니다."
당뇨병성 말초신경병증의 경과는 어떻게 진행되나요?,당뇨병성 말초신경병증의 경과: 당뇨병성 말초신경병증이 있으면 발에 궤양이 생기기 쉽습니다. 발의 감각이 무디어져 발의 특정 부위에 반복적인 압력이 가해져도 잘 느끼지 못합니다. 그러다 보면 특정 부위에 굳은살이 생겼다가 터지면서 궤양이 생깁니다. 
당뇨병성 말초신경병증이 발생하면 어떤 증상이 나타나나요?,당뇨병성 말초신경병증의 경과: 당뇨병성 말초신경병증이 있으면 발에 궤양이 생기기 쉽습니다. 발의 감각이 무디어져 발의 특정 부위에 반복적인 압력이 가해져도 잘 느끼지 못합니다. 그러다 보면 특정 부위에 굳은살이 생겼다가 터지면서 궤양이 생깁니다. 
당뇨병성 말초신경병증의 주의사항은 무엇인가요?,당뇨병성 말초신경병증의 주의사항: 당뇨병성 말초신경병증이 있으면 발에 궤양이 생기기 쉽습니다. 발의 감각이 무디어져 발의 특정 부위에 반복적인 압력이 가해져도 잘 느끼지 못합니다. 그러다 보면 특정 부위에 굳은살이 생겼다가 터지면서 궤양이 생깁니다. 
당뇨병성 말초신경병증이 있는 사람은 왜 발에 궤양이 생기기 쉬운가요?,당뇨병성 말초신경병증의 주의사항: 당뇨병성 말초신경병증이 있으면 발에 궤양이 생기기 쉽습니다. 발의 감각이 무디어져 발의 특정 부위에 반복적인 압력이 가해져도 잘 느끼지 못합니다. 그러다 보면 특정 부위에 굳은살이 생겼다가 터지면서 궤양이 생깁니다. 
당뇨병성 말초신경병증의 식사요법은 어떻게 구성되나요?,당뇨병성 말초신경병증의 식사요법: 당뇨병성족부병식
당뇨병성 말초신경병증 환자가 특히 주의해야 할 음식은 무엇인가요?,당뇨병성 말초신경병증의 식사요법: 당뇨병성족부병식
당뇨병성 족부 질환은 유방내분비질환의 일종인가요?,당뇨병성 족부 질환의 카테고리: 유방내분비질환
당뇨병성 족부 질환은 어떤 증상을 보이나요?,당뇨병성 족부 질환
당뇨병성 족부 질환의 진단은 어떻게 이루어지나요?,당뇨병성 족부 질환
What is the English name for diabetic foot ulcers?,당뇨병성 족부 질환의 질환 영문명: DM foot ulcer
당뇨병성 족부 질환의 증상은 어떤 것들이 있나요?,"당뇨병성 족부 질환의 증상: 피부 건조,  발가락의 변형,  피부색 변화,  피부궤양,  괴사,  저림,  감각 이상,  시림"
당뇨병성 족부 질환은 어떤 증상을 보이나요?,"당뇨병성 족부 질환의 관련 질환: 인슐린 의존성 당뇨병,  인슐린 비의존성 당뇨병,  당뇨망막병증,  당뇨병,  당뇨병성 말초신경병증"
인슐린 의존성 당뇨병과 당뇨병성 족부 질환은 어떻게 관련되어 있나요?,"당뇨병성 족부 질환의 관련 질환: 인슐린 의존성 당뇨병,  인슐린 비의존성 당뇨병,  당뇨망막병증,  당뇨병,  당뇨병성 말초신경병증"
당뇨병성 족부 질환의 관련 질환 중에서 가장 많이 발생하는 것은 무엇인가요?,"당뇨병성 족부 질환의 관련 질환: 인슐린 의존성 당뇨병,  인슐린 비의존성 당뇨병,  당뇨망막병증,  당뇨병,  당뇨병성 말초신경병증"
당뇨병성 족부 질환을 진료하는 내분비내과의 주요 역할은 무엇인가요?,"당뇨병성 족부 질환의 진료과: 내분비내과, 성형외과, 혈관외과, 정형외과"
당뇨병성 족부 질환의 치료를 위해 성형외과가 어떤 역할을 하나요?,"당뇨병성 족부 질환의 진료과: 내분비내과, 성형외과, 혈관외과, 정형외과"
당뇨병성 족부 질환은 어떤 증상을 보이나요?,"당뇨병성 족부 질환의 동의어: 당뇨발,당뇨병성 족부 궤양"
당뇨병성 족부 질환을 예방하기 위해 어떤 조치를 취해야 하나요?,"당뇨병성 족부 질환의 동의어: 당뇨발,당뇨병성 족부 궤양"
당뇨병성 족부 질환은 왜 발생하나요?,"당뇨병성 족부 질환의 동의어: 당뇨발,당뇨병성 족부 궤양"
당뇨병성 족부 질환은 어떤 증상을 보이나요?,"당뇨병성 족부 질환의 정의: 당뇨병성 족부 질환은 당뇨병을 앓는 환자의 발에 생기는 신경병, 구조적 변형, 피부 못, 피부와 조갑의 변화, 발의 궤양, 감염, 혈관 질환 등의 통칭입니다. 당뇨병성 족부 질환이 진행되면 작은 상처도 낫지 않고 궤양이 됩니다. 심한 경우 혈액 순환이 되지 않아 까맣게 썩습니다."
당뇨병성 족부 질환의 진행 과정에서 어떤 일이 일어날 수 있나요?,"당뇨병성 족부 질환의 정의: 당뇨병성 족부 질환은 당뇨병을 앓는 환자의 발에 생기는 신경병, 구조적 변형, 피부 못, 피부와 조갑의 변화, 발의 궤양, 감염, 혈관 질환 등의 통칭입니다. 당뇨병성 족부 질환이 진행되면 작은 상처도 낫지 않고 궤양이 됩니다. 심한 경우 혈액 순환이 되지 않아 까맣게 썩습니다."
당뇨병성 족부 질환의 원인은 무엇인가요?,"당뇨병성 족부 질환의 원인: 당뇨병을 앓으면 혈액 순환이 잘되지 않고 감각이 둔해지며, 세균 감염에 대한 저항력이 떨어집니다. 발에 상처가 생겨도 잘 느끼지 못하며, 치유력과 세균에 대한 저항력이 떨어져 가벼운 상처도 급속히 진행하여 궤양이나 괴저 등 심각한 합병증이 발생합니다. 심하면 절단해야 할 수 있습니다.
당뇨병을 앓은 기간이 오래된 사람, 담배를 피우는 사람, 혈당이 잘 조절되지 않는 사람의 경우 당뇨병성 족부 질환이 발생할 위험이 더욱 높습니다. 많은 당뇨발은 사소한 상처에서 비롯되므로, 환자 자신이 조금만 주의를 기울인다면 대부분 예방할 수 있습니다.
① 발톱이 파고 들어가는 상처
② 발톱을 깎다가 생기는 상처
③ 꼭 끼는 신발로 인한 물집, 굳은살
④ 뜨거운 목욕탕에서 생긴 수포"
어떤 상황에서 당뇨병성 족부 질환의 위험이 높아지나요?,"당뇨병성 족부 질환의 원인: 당뇨병을 앓으면 혈액 순환이 잘되지 않고 감각이 둔해지며, 세균 감염에 대한 저항력이 떨어집니다. 발에 상처가 생겨도 잘 느끼지 못하며, 치유력과 세균에 대한 저항력이 떨어져 가벼운 상처도 급속히 진행하여 궤양이나 괴저 등 심각한 합병증이 발생합니다. 심하면 절단해야 할 수 있습니다.
당뇨병을 앓은 기간이 오래된 사람, 담배를 피우는 사람, 혈당이 잘 조절되지 않는 사람의 경우 당뇨병성 족부 질환이 발생할 위험이 더욱 높습니다. 많은 당뇨발은 사소한 상처에서 비롯되므로, 환자 자신이 조금만 주의를 기울인다면 대부분 예방할 수 있습니다.
① 발톱이 파고 들어가는 상처
② 발톱을 깎다가 생기는 상처
③ 꼭 끼는 신발로 인한 물집, 굳은살
④ 뜨거운 목욕탕에서 생긴 수포"
